id,id_bl,id_si,id_eoy22,cohort,ayear,sample,sent,some_place,place_num,place
310,1086,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
310,1086,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
310,1086,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
145,615,NA,NA,1617,1819,us ug,Belong,Some Place,b1,AtriumSouth
145,615,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
145,615,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Contemplation
145,615,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
145,615,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
145,615,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
569,823,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OLounge
569,823,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
569,823,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
569,823,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
569,823,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
569,823,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
208,779,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OP
208,779,NA,NA,1617,1819,us ug,Belong,Some Place,b2,DuckNest
208,779,NA,NA,1617,1819,us ug,Belong,Some Place,b3,MCC
208,779,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
208,779,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
208,779,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
127,568,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Fishbowl
127,568,NA,NA,1617,1819,us ug,Belong,Some Place,b2,CSIR
127,568,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
127,568,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
127,568,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
127,568,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
232,851,NA,NA,1617,1819,us ug,Belong,Some Place,b1,DuckNest
232,851,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
232,851,NA,NA,1617,1819,us ug,Belong,Some Place,b3,TaylorLounge
232,851,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
232,851,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
232,851,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
570,751,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Womens
570,751,NA,NA,1617,1819,us ug,Belong,Some Place,b2,MCC
570,751,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Hallway2a
570,751,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
570,751,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
570,751,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
157,651,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FallingSky
157,651,NA,NA,1617,1819,us ug,Belong,Some Place,b2,KWVA
157,651,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
157,651,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
157,651,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
157,651,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
571,740,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OLounge
571,740,NA,NA,1617,1819,us ug,Belong,Some Place,b2,NoPlace
571,740,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
571,740,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
571,740,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
571,740,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
250,902,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Womens
250,902,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
250,902,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Redwood
250,902,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
250,902,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
250,902,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
283,999,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Fishbowl
283,999,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Owyhee
283,999,NA,NA,1617,1819,us ug,Belong,Some Place,b3,StudentLounge
283,999,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
283,999,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
283,999,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
177,695,NA,NA,1617,1819,us ug,Belong,Some Place,b1,AtriumEast
177,695,NA,NA,1617,1819,us ug,Belong,Some Place,b2,ClubSports
177,695,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Courtyard
177,695,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
177,695,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
177,695,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
572,903,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OLounge
572,903,NA,NA,1617,1819,us ug,Belong,Some Place,b2,FallingSky
572,903,NA,NA,1617,1819,us ug,Belong,Some Place,b3,DuckStore
572,903,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
572,903,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
572,903,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
211,785,NA,NA,1617,1819,us ug,Belong,Some Place,b1,AtriumEast
211,785,NA,NA,1617,1819,us ug,Belong,Some Place,b2,MCC
211,785,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
211,785,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
211,785,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
211,785,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
196,746,NA,NA,1617,1819,us ug,Belong,Some Place,b1,ASUO
196,746,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
196,746,NA,NA,1617,1819,us ug,Belong,Some Place,b3,MCC
196,746,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
196,746,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
196,746,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
301,1061,NA,NA,1617,1819,us ug,Belong,Some Place,b1,SSC
301,1061,NA,NA,1617,1819,us ug,Belong,Some Place,b2,DuckNest
301,1061,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Craft
301,1061,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
301,1061,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
301,1061,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
574,669,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OLounge
574,669,NA,NA,1617,1819,us ug,Belong,Some Place,b2,FallingSky
574,669,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Stairs1
574,669,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
574,669,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
574,669,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
298,1044,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Craft
298,1044,NA,NA,1617,1819,us ug,Belong,Some Place,b2,NoPlace
298,1044,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
298,1044,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
298,1044,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
298,1044,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
229,835,NA,NA,1617,1819,us ug,Belong,Some Place,b1,ComputerLab
229,835,NA,NA,1617,1819,us ug,Belong,Some Place,b2,DuckNest
229,835,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Mills
229,835,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
229,835,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
229,835,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
259,925,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Fishbowl
259,925,NA,NA,1617,1819,us ug,Belong,Some Place,b2,TaylorLounge
259,925,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Mills
259,925,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
259,925,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
259,925,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
183,716,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FreshMarket
183,716,NA,NA,1617,1819,us ug,Belong,Some Place,b2,OLounge
183,716,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Courtyard
183,716,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
183,716,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
183,716,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
576,978,NA,NA,1617,1819,us ug,Belong,Some Place,b1,MCC
576,978,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Mills
576,978,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
576,978,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
576,978,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
576,978,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
199,755,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Womens
199,755,NA,NA,1617,1819,us ug,Belong,Some Place,b2,LGBTQA3
199,755,NA,NA,1617,1819,us ug,Belong,Some Place,b3,MCC
199,755,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
199,755,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
199,755,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
244,882,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FallingSky
244,882,NA,NA,1617,1819,us ug,Belong,Some Place,b2,DuckNest
244,882,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Craft
244,882,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
244,882,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
244,882,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
281,991,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FallingSky
281,991,NA,NA,1617,1819,us ug,Belong,Some Place,b2,NoPlace
281,991,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
281,991,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
281,991,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
281,991,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
278,986,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Townshends
278,986,NA,NA,1617,1819,us ug,Belong,Some Place,b2,OLounge
278,986,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Craft
278,986,NA,NA,1617,1819,us ug,Belong,Some Place,b4,EastLounge
278,986,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
278,986,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
188,725,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FSL
188,725,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
188,725,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Starbucks
188,725,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
188,725,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
188,725,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
184,717,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Plaza
184,717,NA,NA,1617,1819,us ug,Belong,Some Place,b2,FreshMarket
184,717,NA,NA,1617,1819,us ug,Belong,Some Place,b3,StudentLounge
184,717,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
184,717,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
184,717,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
257,923,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Courtyard
257,923,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
257,923,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
257,923,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
257,923,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
257,923,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
577,946,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OLounge
577,946,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
577,946,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Ballroom
577,946,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
577,946,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
577,946,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
583,663,NA,NA,1617,1819,us ug,Belong,Some Place,b1,TaylorLounge
583,663,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Ballroom
583,663,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Other
583,663,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
583,663,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
583,663,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
150,631,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Womens
150,631,NA,NA,1617,1819,us ug,Belong,Some Place,b2,LGBTQA3
150,631,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
150,631,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
150,631,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
150,631,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
202,763,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FallingSky
202,763,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Mills
202,763,NA,NA,1617,1819,us ug,Belong,Some Place,b3,StudentLounge
202,763,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
202,763,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
202,763,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
240,875,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Craft
240,875,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
240,875,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Admin
240,875,NA,NA,1617,1819,us ug,Belong,Some Place,b4,Other
240,875,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
240,875,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
584,774,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FreshMarket
584,774,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
584,774,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Mills
584,774,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
584,774,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
584,774,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
142,606,NA,NA,1617,1819,us ug,Belong,No Place,b1,NoPlace
142,606,NA,NA,1617,1819,us ug,Belong,No Place,b2,NoPlace
142,606,NA,NA,1617,1819,us ug,Belong,No Place,b3,NoPlace
142,606,NA,NA,1617,1819,us ug,Belong,No Place,b4,NA
142,606,NA,NA,1617,1819,us ug,Belong,No Place,b5,NA
142,606,NA,NA,1617,1819,us ug,Belong,No Place,b6,NA
193,743,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OLounge
193,743,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
193,743,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Other
193,743,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
193,743,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
193,743,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
134,591,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FallingSky
134,591,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
134,591,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
134,591,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
134,591,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
134,591,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
258,924,NA,NA,1617,1819,us ug,Belong,Some Place,b1,ODesk
258,924,NA,NA,1617,1819,us ug,Belong,Some Place,b2,DuckNest
258,924,NA,NA,1617,1819,us ug,Belong,Some Place,b3,SES
258,924,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
258,924,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
258,924,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
585,952,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FallingSky
585,952,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
585,952,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Ballroom
585,952,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
585,952,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
585,952,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
586,868,NA,NA,1617,1819,us ug,Belong,Some Place,b1,ClubSports
586,868,NA,NA,1617,1819,us ug,Belong,Some Place,b2,NoPlace
586,868,NA,NA,1617,1819,us ug,Belong,Some Place,b3,NoPlace
586,868,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
586,868,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
586,868,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
587,1004,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Fishbowl
587,1004,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Willow
587,1004,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Ballroom
587,1004,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
587,1004,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
587,1004,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
241,876,NA,NA,1617,1819,us ug,Belong,Some Place,b1,AtriumEast
241,876,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
241,876,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
241,876,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
241,876,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
241,876,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
135,595,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Womens
135,595,NA,NA,1617,1819,us ug,Belong,Some Place,b2,FallingSky
135,595,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Courtyard
135,595,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
135,595,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
135,595,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
306,1074,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Courtyard
306,1074,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
306,1074,NA,NA,1617,1819,us ug,Belong,Some Place,b3,StudentLounge
306,1074,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
306,1074,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
306,1074,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
262,940,NA,NA,1617,1819,us ug,Belong,Some Place,b1,FallingSky
262,940,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
262,940,NA,NA,1617,1819,us ug,Belong,Some Place,b3,CSIR
262,940,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
262,940,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
262,940,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
174,689,NA,NA,1617,1819,us ug,Belong,Some Place,b1,OLounge
174,689,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
174,689,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
174,689,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
174,689,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
174,689,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
251,904,NA,NA,1617,1819,us ug,Belong,Some Place,b1,StairsG
251,904,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
251,904,NA,NA,1617,1819,us ug,Belong,Some Place,b3,DuckStore
251,904,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
251,904,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
251,904,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
282,997,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Fishbowl
282,997,NA,NA,1617,1819,us ug,Belong,Some Place,b2,TaylorLounge
282,997,NA,NA,1617,1819,us ug,Belong,Some Place,b3,DuckStore
282,997,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
282,997,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
282,997,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
293,1028,NA,NA,1617,1819,us ug,Belong,No Place,b1,NoPlace
293,1028,NA,NA,1617,1819,us ug,Belong,No Place,b2,NoPlace
293,1028,NA,NA,1617,1819,us ug,Belong,No Place,b3,NoPlace
293,1028,NA,NA,1617,1819,us ug,Belong,No Place,b4,NA
293,1028,NA,NA,1617,1819,us ug,Belong,No Place,b5,NA
293,1028,NA,NA,1617,1819,us ug,Belong,No Place,b6,NA
305,1071,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Craft
305,1071,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Fishbowl
305,1071,NA,NA,1617,1819,us ug,Belong,Some Place,b3,MCC
305,1071,NA,NA,1617,1819,us ug,Belong,Some Place,b4,Redwood
305,1071,NA,NA,1617,1819,us ug,Belong,Some Place,b5,Ballroom
305,1071,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
120,550,NA,NA,1617,1819,us ug,Belong,No Place,b1,NoPlace
120,550,NA,NA,1617,1819,us ug,Belong,No Place,b2,NoPlace
120,550,NA,NA,1617,1819,us ug,Belong,No Place,b3,NoPlace
120,550,NA,NA,1617,1819,us ug,Belong,No Place,b4,NA
120,550,NA,NA,1617,1819,us ug,Belong,No Place,b5,NA
120,550,NA,NA,1617,1819,us ug,Belong,No Place,b6,NA
593,633,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Womens
593,633,NA,NA,1617,1819,us ug,Belong,Some Place,b2,OLounge
593,633,NA,NA,1617,1819,us ug,Belong,Some Place,b3,FallingSky
593,633,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
593,633,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
593,633,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
595,818,NA,NA,1617,1819,us ug,Belong,Some Place,b1,Panda
595,818,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Chipotle
595,818,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Starbucks
595,818,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
595,818,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
595,818,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
186,719,NA,NA,1617,1819,us ug,Belong,Some Place,b1,AtriumSouth
186,719,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
186,719,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
186,719,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
186,719,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
186,719,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
600,859,NA,NA,1617,1819,us ug,Belong,Some Place,b1,LGBTQA3
600,859,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Courtyard
600,859,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Starbucks
600,859,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
600,859,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
600,859,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
152,638,NA,NA,1617,1819,us ug,Belong,Some Place,b1,TaylorLounge
152,638,NA,NA,1617,1819,us ug,Belong,Some Place,b2,DuckStore
152,638,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Other
152,638,NA,NA,1617,1819,us ug,Belong,Some Place,b4,NA
152,638,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
152,638,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
602,771,NA,NA,1617,1819,us ug,Belong,Some Place,b1,AtriumEast
602,771,NA,NA,1617,1819,us ug,Belong,Some Place,b2,Womens
602,771,NA,NA,1617,1819,us ug,Belong,Some Place,b3,Fishbowl
602,771,NA,NA,1617,1819,us ug,Belong,Some Place,b4,CSIR
602,771,NA,NA,1617,1819,us ug,Belong,Some Place,b5,NA
602,771,NA,NA,1617,1819,us ug,Belong,Some Place,b6,NA
468,1383,NA,NA,1718,1819,us ug,Belong,Some Place,b1,Womens
468,1383,NA,NA,1718,1819,us ug,Belong,Some Place,b2,Starbucks
468,1383,NA,NA,1718,1819,us ug,Belong,Some Place,b3,McMillan
468,1383,NA,NA,1718,1819,us ug,Belong,Some Place,b4,NA
468,1383,NA,NA,1718,1819,us ug,Belong,Some Place,b5,NA
468,1383,NA,NA,1718,1819,us ug,Belong,Some Place,b6,NA
376,1227,NA,NA,1718,1819,us ug,Belong,Some Place,b1,AtriumSouth
376,1227,NA,NA,1718,1819,us ug,Belong,Some Place,b2,TaylorLounge
376,1227,NA,NA,1718,1819,us ug,Belong,Some Place,b3,Other
376,1227,NA,NA,1718,1819,us ug,Belong,Some Place,b4,NA
376,1227,NA,NA,1718,1819,us ug,Belong,Some Place,b5,NA
376,1227,NA,NA,1718,1819,us ug,Belong,Some Place,b6,NA
431,1317,NA,NA,1718,1819,us ug,Belong,Some Place,b1,OLounge
431,1317,NA,NA,1718,1819,us ug,Belong,Some Place,b2,DuckNest
431,1317,NA,NA,1718,1819,us ug,Belong,Some Place,b3,Fishbowl
431,1317,NA,NA,1718,1819,us ug,Belong,Some Place,b4,NA
431,1317,NA,NA,1718,1819,us ug,Belong,Some Place,b5,NA
431,1317,NA,NA,1718,1819,us ug,Belong,Some Place,b6,NA
366,1211,NA,NA,1718,1819,us ug,Belong,Some Place,b1,AtriumEast
366,1211,NA,NA,1718,1819,us ug,Belong,Some Place,b2,FallingSky
366,1211,NA,NA,1718,1819,us ug,Belong,Some Place,b3,Emerald
366,1211,NA,NA,1718,1819,us ug,Belong,Some Place,b4,NA
366,1211,NA,NA,1718,1819,us ug,Belong,Some Place,b5,NA
366,1211,NA,NA,1718,1819,us ug,Belong,Some Place,b6,NA
386,1246,NA,NA,1718,1819,us ug,Belong,Some Place,b1,FreshMarket
386,1246,NA,NA,1718,1819,us ug,Belong,Some Place,b2,Fishbowl
386,1246,NA,NA,1718,1819,us ug,Belong,Some Place,b3,Mills
386,1246,NA,NA,1718,1819,us ug,Belong,Some Place,b4,NA
386,1246,NA,NA,1718,1819,us ug,Belong,Some Place,b5,NA
386,1246,NA,NA,1718,1819,us ug,Belong,Some Place,b6,NA
494,1431,NA,NA,1718,1819,us ug,Belong,Some Place,b1,AtriumSouth
494,1431,NA,NA,1718,1819,us ug,Belong,Some Place,b2,Fishbowl
494,1431,NA,NA,1718,1819,us ug,Belong,Some Place,b3,DuckStore
494,1431,NA,NA,1718,1819,us ug,Belong,Some Place,b4,NA
494,1431,NA,NA,1718,1819,us ug,Belong,Some Place,b5,NA
494,1431,NA,NA,1718,1819,us ug,Belong,Some Place,b6,NA
