id,id_bl,id_si,id_eoy22,cohort,ayear,sample,sent,some_place,b1,b2,b3,b4,b5,b6,db1,db2,db3,db4,db5,db6
1521,5924,NA,NA,1920,1920,us ug,Belong,Some Place,FallingSky,OLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,3667,NA,NA,1819,1920,us ug,Belong,Some Place,TaylorLounge,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,6215,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,FallingSky,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,4783,NA,NA,1920,1920,us ug,Belong,Some Place,OP,Womens,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,8064,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,5725,NA,NA,1920,1920,us ug,Belong,Some Place,Courtyard,Green,Patio,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,5123,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,Patio,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,5940,NA,NA,1920,1920,us ug,Belong,Some Place,Green,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,3397,NA,NA,1819,1920,us ug,Belong,Some Place,TaylorLounge,Fishbowl,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,4944,NA,NA,1920,1920,us ug,Belong,Some Place,DuckNest,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,5036,NA,NA,1920,1920,us ug,Belong,Some Place,Panda,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,1510,NA,NA,1718,1920,us ug,Belong,Some Place,TaylorLounge,Fishbowl,LGBTQA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,2984,NA,NA,1819,1920,us ug,Belong,Some Place,Hallway2,Patio,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,4507,NA,NA,1819,1920,us ug,Belong,Some Place,LGBTQA3,Womens,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,6487,NA,NA,1920,1920,us ug,Belong,Some Place,Emerald,Redwood,KWVA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,2750,NA,NA,1819,1920,us ug,Belong,Some Place,Mills,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,6056,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,4742,NA,NA,1920,1920,us ug,Belong,Some Place,EastLounge,Fishbowl,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,7756,NA,NA,1920,1920,us ug,Belong,Some Place,Courtyard,OtherGe,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,6563,NA,NA,1920,1920,us ug,Belong,Some Place,Green,OtherGe,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,1935,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,ClubSports,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,1124,NA,NA,1617,1920,us ug,Belong,Some Place,Green,FreshMarket,OtherGf,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,7570,NA,NA,1920,1920,us ug,Belong,Some Place,Green,Craft,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,7683,NA,NA,1920,1920,us ug,Belong,Some Place,McMillan,TaylorLounge,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,5371,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,FreshMarket,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,1014,NA,NA,1617,1920,us ug,Belong,Some Place,Fishbowl,Green,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,7225,NA,NA,1920,1920,us ug,Belong,Some Place,Hallway1,OP,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,7730,NA,NA,1920,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,3959,NA,NA,1819,1920,us ug,Belong,Some Place,Lewis,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,1349,NA,NA,1718,1920,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,835,NA,NA,1617,1920,us ug,Belong,Some Place,ComputerLab,OLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,7645,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,823,NA,NA,1617,1920,us ug,Belong,Some Place,Fishbowl,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,691,NA,NA,1617,1920,us ug,Belong,Some Place,MCC,Panda,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577,4349,NA,NA,1819,1920,us ug,Belong,Some Place,CSIR,Fishbowl,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,4699,NA,NA,1920,1920,us ug,Belong,Some Place,DiamondLake,TaylorLounge,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,5206,NA,NA,1920,1920,us ug,Belong,Some Place,TaylorLounge,Fishbowl,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,2410,NA,NA,1819,1920,us ug,Belong,Some Place,OLounge,OtherGf,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,1295,NA,NA,1718,1920,us ug,Belong,Some Place,Green,Patio,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,5216,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,Fishbowl,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,5163,NA,NA,1920,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,840,NA,NA,1617,1920,us ug,Belong,Some Place,CSIR,FallingSky,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,7717,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,OLounge,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,2544,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Womens,FSL,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,1397,NA,NA,1718,1920,us ug,Belong,Some Place,Amphitheater,Green,Other1d,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,779,NA,NA,1617,1920,us ug,Belong,Some Place,Mills,MCC,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,5330,NA,NA,1920,1920,us ug,Belong,Some Place,KWVA,Craft,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,5157,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,3897,NA,NA,1819,1920,us ug,Belong,Some Place,Green,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,5357,NA,NA,1920,1920,us ug,Belong,Some Place,Green,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,3282,NA,NA,1819,1920,us ug,Belong,Some Place,Green,Other1d,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,5196,NA,NA,1920,1920,us ug,Belong,Some Place,BallroomTerrace,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,2178,NA,NA,1819,1920,us ug,Belong,Some Place,TaylorLounge,Courtyard,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,5871,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,5278,NA,NA,1920,1920,us ug,Belong,Some Place,Womens,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,7585,NA,NA,1920,1920,us ug,Belong,Some Place,TaylorLounge,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,6255,NA,NA,1920,1920,us ug,Belong,Some Place,Womens,ASUO,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,6157,NA,NA,1920,1920,us ug,Belong,Some Place,Oak,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,6282,NA,NA,1920,1920,us ug,Belong,Some Place,Panda,Green,Esports,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,5165,NA,NA,1920,1920,us ug,Belong,Some Place,Starbucks,Green,FallingSky,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,1760,NA,NA,1819,1920,us ug,Belong,Some Place,Starbucks,Womens,FSL,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,2000,NA,NA,1819,1920,us ug,Belong,Some Place,Courtyard,OLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,2563,NA,NA,1819,1920,us ug,Belong,Some Place,Mills,OLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,2496,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Womens,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,3553,NA,NA,1819,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,2358,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,1772,NA,NA,1819,1920,us ug,Belong,Some Place,DuckStore,Fishbowl,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,3214,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Other1f,AtriumSouth,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,2845,NA,NA,1819,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,6891,NA,NA,1920,1920,us ug,Belong,Some Place,CSIR,Green,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,1353,NA,NA,1718,1920,us ug,Belong,Some Place,Fishbowl,Womens,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,2382,NA,NA,1819,1920,us ug,Belong,Some Place,Mills,SSC,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,8290,NA,NA,1920,1920,us ug,Belong,Some Place,Womens,OLounge,AtriumSouth,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,5092,NA,NA,1920,1920,us ug,Belong,Some Place,StudentLounge,Other1d,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,1587,NA,NA,1819,1920,us ug,Belong,Some Place,Hallway2,Hallway1,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,1150,NA,NA,1718,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,4717,NA,NA,1920,1920,us ug,Belong,Some Place,Mills,MCC,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,5425,NA,NA,1920,1920,us ug,Belong,Some Place,Owyhee,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,6452,NA,NA,1920,1920,us ug,Belong,Some Place,Womens,OtherGf,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,5477,NA,NA,1920,1920,us ug,Belong,Some Place,Redwood,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,6730,NA,NA,1920,1920,us ug,Belong,Some Place,Hallway2,MCC,AtriumSouth,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,6186,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Womens,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,2539,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,2175,NA,NA,1819,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,1599,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,FallingSky,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,7995,NA,NA,1920,1920,us ug,Belong,Some Place,CSIR,Lightning,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,1550,NA,NA,1819,1920,us ug,Belong,Some Place,NSU,MCC,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,4856,NA,NA,1920,1920,us ug,Belong,Some Place,KWVA,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,3410,NA,NA,1819,1920,us ug,Belong,Some Place,OtherL3b,TaylorLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,3759,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,6459,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,OP,ROAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1154,NA,NA,1718,1920,us ug,Belong,Some Place,MCC,Green,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,782,NA,NA,1617,1920,us ug,Belong,Some Place,Green,PizzeriaKitchen,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,3384,NA,NA,1819,1920,us ug,Belong,Some Place,Other1d,OLounge,AtriumSouth,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,4039,NA,NA,1819,1920,us ug,Belong,Some Place,Courtyard,Green,Lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,5093,NA,NA,1920,1920,us ug,Belong,Some Place,TaylorLounge,ComputerLab,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,5257,NA,NA,1920,1920,us ug,Belong,Some Place,Green,LGBTQA3,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,6430,NA,NA,1920,1920,us ug,Belong,Some Place,Green,OLounge,OB1,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,704,NA,NA,1617,1920,us ug,Belong,Some Place,Fishbowl,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,3144,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Green,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,2564,NA,NA,1819,1920,us ug,Belong,Some Place,StudentLounge,Fishbowl,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,826,NA,NA,1617,1920,us ug,Belong,Some Place,Emerald,Chipotle,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,6390,NA,NA,1920,1920,us ug,Belong,Some Place,DuckStore,Panda,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,5756,NA,NA,1920,1920,us ug,Belong,Some Place,DuckStore,Fishbowl,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,5168,NA,NA,1920,1920,us ug,Belong,Some Place,Starbucks,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1284,NA,NA,1718,1920,us ug,Belong,Some Place,Fishbowl,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,5933,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Womens,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,1352,NA,NA,1718,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,7789,NA,NA,1920,1920,us ug,Belong,Some Place,LGBTQA3,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,5240,NA,NA,1920,1920,us ug,Belong,Some Place,Green,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,7979,NA,NA,1920,1920,us ug,Belong,Some Place,Chipotle,LGBTQA3,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,1395,NA,NA,1718,1920,us ug,Belong,Some Place,MCC,DuckNest,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,2469,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1720,6351,NA,NA,1920,1920,us ug,Belong,Some Place,Womens,FallingSky,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,8080,NA,NA,1920,1920,us ug,Belong,Some Place,Green,Craft,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,1222,NA,NA,1718,1920,us ug,Belong,Some Place,Fishbowl,OLounge,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,3167,NA,NA,1819,1920,us ug,Belong,Some Place,MCC,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,6170,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,5410,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Womens,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,4321,NA,NA,1819,1920,us ug,Belong,Some Place,Green,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,5961,NA,NA,1920,1920,us ug,Belong,Some Place,Cedar,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,5538,NA,NA,1920,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,7774,NA,NA,1920,1920,us ug,Belong,Some Place,Ballroom,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,1856,NA,NA,1819,1920,us ug,Belong,Some Place,DuckStore,ComputerLab,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734,1840,NA,NA,1819,1920,us ug,Belong,Some Place,Courtyard,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,4473,NA,NA,1819,1920,us ug,Belong,Some Place,Hallway1,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,5331,NA,NA,1920,1920,us ug,Belong,Some Place,Amphitheater,Fishbowl,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,7559,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,5613,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,5037,NA,NA,1920,1920,us ug,Belong,Some Place,Courtyard,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,4975,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,818,NA,NA,1617,1920,us ug,Belong,Some Place,DuckStore,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,2557,NA,NA,1819,1920,us ug,Belong,Some Place,CSIR,MCC,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,1903,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,3192,NA,NA,1819,1920,us ug,Belong,Some Place,Green,AtriumEast,OtherGe,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,1536,NA,NA,1718,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,1410,NA,NA,1718,1920,us ug,Belong,Some Place,SSC,KWVA,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,4930,NA,NA,1920,1920,us ug,Belong,Some Place,FreshMarket,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,1420,NA,NA,1718,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,552,NA,NA,1617,1920,us ug,Belong,Some Place,Courtyard,AtriumEast,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,5400,NA,NA,1920,1920,us ug,Belong,Some Place,StudentLounge,McMillan,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,549,NA,NA,1617,1920,us ug,Belong,Some Place,StairsG,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,2147,NA,NA,1819,1920,us ug,Belong,Some Place,Mills,TaylorLounge,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,4794,NA,NA,1920,1920,us ug,Belong,Some Place,McMillan,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,2641,NA,NA,1819,1920,us ug,Belong,Some Place,Starbucks,FreshMarket,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,1508,NA,NA,1718,1920,us ug,Belong,Some Place,Fishbowl,Green,OB1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,7596,NA,NA,1920,1920,us ug,Belong,Some Place,Green,Craft,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,8398,NA,NA,1920,1920,us ug,Belong,Some Place,Green,ClubSports,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,6520,NA,NA,1920,1920,us ug,Belong,Some Place,FSL,OtherGf,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,4878,NA,NA,1920,1920,us ug,Belong,Some Place,Courtyard,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,3419,NA,NA,1819,1920,us ug,Belong,Some Place,OtherL3b,Courtyard,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,1636,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,Esports,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,1179,NA,NA,1718,1920,us ug,Belong,Some Place,TaylorLounge,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,7178,NA,NA,1920,1920,us ug,Belong,Some Place,LGBTQA3,Craft,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,1080,NA,NA,1617,1920,us ug,Belong,Some Place,Mills,Fishbowl,ClubSports,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,4248,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,OLounge,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,7484,NA,NA,1920,1920,us ug,Belong,Some Place,Green,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,2162,NA,NA,1819,1920,us ug,Belong,Some Place,MCC,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,3813,NA,NA,1819,1920,us ug,Belong,Some Place,TaylorLounge,Womens,FallingSky,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,875,NA,NA,1617,1920,us ug,Belong,Some Place,MCC,Green,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,7676,NA,NA,1920,1920,us ug,Belong,Some Place,TaylorLounge,Panda,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,5843,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,1275,NA,NA,1718,1920,us ug,Belong,Some Place,FreshMarket,OLounge,AtriumSouth,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,5916,NA,NA,1920,1920,us ug,Belong,Some Place,Courtyard,FallingSky,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,6845,NA,NA,1920,1920,us ug,Belong,Some Place,Starbucks,Chipotle,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,3405,NA,NA,1819,1920,us ug,Belong,Some Place,Amphitheater,FallingSky,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,6927,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,2414,NA,NA,1819,1920,us ug,Belong,Some Place,LGBTQA3,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815,6065,NA,NA,1920,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,790,NA,NA,1617,1920,us ug,Belong,Some Place,Courtyard,FallingSky,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,5938,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821,2767,NA,NA,1819,1920,us ug,Belong,Some Place,TaylorLounge,Panda,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1826,2273,NA,NA,1819,1920,us ug,Belong,Some Place,Mills,Courtyard,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,8275,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,Fishbowl,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,700,NA,NA,1617,1920,us ug,Belong,Some Place,Amphitheater,Womens,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,1558,NA,NA,1819,1920,us ug,Belong,Some Place,DuckNest,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,7887,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Other1d,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,6138,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,3149,NA,NA,1819,1920,us ug,Belong,Some Place,Green,FallingSky,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,8210,NA,NA,1920,1920,us ug,Belong,Some Place,Redwood,Ballroom,FallingSky,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,7931,NA,NA,1920,1920,us ug,Belong,Some Place,Green,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,3408,NA,NA,1819,1920,us ug,Belong,Some Place,MCC,OLounge,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,5473,NA,NA,1920,1920,us ug,Belong,Some Place,LGBTQA3,Womens,FallingSky,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1093,NA,NA,1617,1920,us ug,Belong,Some Place,KWVA,Craft,OtherGf,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,7144,NA,NA,1920,1920,us ug,Belong,Some Place,OtherL2f,Courtyard,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,3438,NA,NA,1819,1920,us ug,Belong,Some Place,Courtyard,OLounge,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,7076,NA,NA,1920,1920,us ug,Belong,Some Place,MCC,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
