id,id_bl,id_si,id_eoy22,cohort,ayear,sample,sent,some_place,b1,b2,b3,b4,b5,b6,db1,db2,db3,db4,db5,db6
725,2272,NA,NA,1819,1819,us ug,Belong,Some Place,Other,Mills,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,2728,NA,NA,1819,1819,us ug,Belong,Some Place,SSC,Womens,Redwood,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,3908,NA,NA,1819,1819,us ug,Belong,Some Place,ClubSports,OLounge,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,2173,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,Fishbowl,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,3672,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,Other,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,2640,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,ComputerLab,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,3299,NA,NA,1819,1819,us ug,Belong,Some Place,Starbucks,McMillan,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,2749,NA,NA,1819,1819,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,2973,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,OLounge,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,2820,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,MCC,EastLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,1555,NA,NA,1819,1819,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,3639,NA,NA,1819,1819,us ug,Belong,Some Place,StairsG,Womens,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,2347,NA,NA,1819,1819,us ug,Belong,Some Place,Craft,DuckStore,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,3759,NA,NA,1819,1819,us ug,Belong,Some Place,Plaza,ComputerLab,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,3562,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumSouth,AtriumEast,Panda,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,4447,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,1600,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,OLounge,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,1828,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Mills,CSIR,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,2673,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,LGBTQA3,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,2961,NA,NA,1819,1819,us ug,Belong,Some Place,DuckNest,MCC,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,1941,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,TaylorLounge,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,3894,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,OP,FallingSky,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,1693,NA,NA,1819,1819,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,3361,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,TaylorLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,1832,NA,NA,1819,1819,us ug,Belong,Some Place,DuckNest,MCC,Redwood,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,2481,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,2782,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,DuckNest,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,3864,NA,NA,1819,1819,us ug,Belong,Some Place,ComputerLab,CraterLake,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,2034,NA,NA,1819,1819,us ug,Belong,Some Place,Starbucks,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,4075,NA,NA,1819,1819,us ug,Belong,Some Place,Fishbowl,Lobby,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,2750,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,OLounge,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,3277,NA,NA,1819,1819,us ug,Belong,Some Place,DuckNest,Courtyard,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,3170,NA,NA,1819,1819,us ug,Belong,Some Place,SSC,LGBTQA3,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,2202,NA,NA,1819,1819,us ug,Belong,Some Place,Craft,Fishbowl,Hallway2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,3979,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Courtyard,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,3092,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,2246,NA,NA,1819,1819,us ug,Belong,Some Place,NoPlace,NSU,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,3712,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,LGBTQA3,FSL,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,2081,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,OLounge,McMillan,StudentLounge,NA,NA,NA,NA,NA,NA,NA,NA
794,2508,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,3651,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,OLounge,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,1942,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,DuckNest,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,2465,NA,NA,1819,1819,us ug,Belong,Some Place,TaylorLounge,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,4492,NA,NA,1819,1819,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,3340,NA,NA,1819,1819,us ug,Belong,Some Place,OP,FreshMarket,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,2627,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,Fishbowl,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,1753,NA,NA,1819,1819,us ug,Belong,Some Place,FSL,DuckNest,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,2500,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,FreshMarket,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,4483,NA,NA,1819,1819,us ug,Belong,Some Place,FallingSky,Fishbowl,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,2259,NA,NA,1819,1819,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,1563,NA,NA,1819,1819,us ug,Belong,Some Place,FallingSky,MCC,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,2359,NA,NA,1819,1819,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,2017,NA,NA,1819,1819,us ug,Belong,Some Place,Other,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2134,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Craft,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,4257,NA,NA,1819,1819,us ug,Belong,Some Place,OP,Fishbowl,Ballroom,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,1718,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,2575,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,OLounge,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,1862,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,DuckNest,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,1618,NA,NA,1819,1819,us ug,Belong,Some Place,FreshMarket,Craft,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,3492,NA,NA,1819,1819,us ug,Belong,Some Place,LGBTQA3,Townshends,FallingSky,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,2697,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumSouth,SSC,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,1948,NA,NA,1819,1819,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,1637,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,Womens,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,3029,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,ComputerLab,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,2908,NA,NA,1819,1819,us ug,Belong,Some Place,Fishbowl,Other,McMillan,Other,NA,NA,NA,NA,NA,NA,NA,NA
849,3631,NA,NA,1819,1819,us ug,Belong,Some Place,Panda,Chipotle,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,1835,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,Willow,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,3436,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,Fishbowl,StudentLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,1888,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,2041,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Fishbowl,Redwood,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,2772,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,Fishbowl,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,2214,NA,NA,1819,1819,us ug,Belong,Some Place,FreshMarket,OLounge,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,3984,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Fishbowl,Redwood,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,3919,NA,NA,1819,1819,us ug,Belong,Some Place,FreshMarket,OLounge,Craft,McMillan,Redwood,NA,NA,NA,NA,NA,NA,NA
861,3846,NA,NA,1819,1819,us ug,Belong,Some Place,FreshMarket,OLounge,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,2179,NA,NA,1819,1819,us ug,Belong,Some Place,ComputerLab,TaylorLounge,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,3325,NA,NA,1819,1819,us ug,Belong,Some Place,ComputerLab,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,2632,NA,NA,1819,1819,us ug,Belong,Some Place,Craft,TaylorLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,2353,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Craft,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,2389,NA,NA,1819,1819,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,2061,NA,NA,1819,1819,us ug,Belong,Some Place,SSC,Craft,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,1704,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,TaylorLounge,StudentLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,4152,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,LGBTQA3,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,3841,NA,NA,1819,1819,us ug,Belong,Some Place,KWVA,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,4160,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,2781,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Chipotle,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,2944,NA,NA,1819,1819,us ug,Belong,Some Place,MCC,Mills,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,3430,NA,NA,1819,1819,us ug,Belong,Some Place,Plaza,DuckNest,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,3967,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,Fishbowl,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,2512,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,LGBTQA3,Townshends,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,3932,NA,NA,1819,1819,us ug,Belong,Some Place,Craft,MCC,JambaJuice,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,3990,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Courtyard,JambaJuice,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,3163,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,Chipotle,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,2407,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,FSL,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,3525,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,MCC,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,1556,NA,NA,1819,1819,us ug,Belong,Some Place,Fishbowl,Lobby,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,4050,NA,NA,1819,1819,us ug,Belong,Some Place,Plaza,KWVA,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,1934,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Fishbowl,Recovery,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,1771,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,TaylorLounge,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,4479,NA,NA,1819,1819,us ug,Belong,Some Place,NoPlace,McMillan,CSIR,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,3809,NA,NA,1819,1819,us ug,Belong,Some Place,FallingSky,Redwood,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,2984,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,OLounge,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,2776,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Craft,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,2435,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,DuckNest,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,1754,NA,NA,1819,1819,us ug,Belong,Some Place,Starbucks,MCC,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,3425,NA,NA,1819,1819,us ug,Belong,Some Place,ComputerLab,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,3992,NA,NA,1819,1819,us ug,Belong,Some Place,DuckNest,Chipotle,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,4536,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Courtyard,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,2529,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,3965,NA,NA,1819,1819,us ug,Belong,Some Place,Panda,Chipotle,DiamondLake,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,3255,NA,NA,1819,1819,us ug,Belong,Some Place,OP,Womens,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,1890,NA,NA,1819,1819,us ug,Belong,Some Place,AtriumEast,OP,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,3368,NA,NA,1819,1819,us ug,Belong,Some Place,FreshMarket,Fishbowl,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,2564,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Fishbowl,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,2009,NA,NA,1819,1819,us ug,Belong,Some Place,Courtyard,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,3030,NA,NA,1819,1819,us ug,Belong,Some Place,FallingSky,Panda,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,4348,NA,NA,1819,1819,us ug,Belong,Some Place,SSC,OLounge,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,2032,NA,NA,1819,1819,us ug,Belong,Some Place,ODesk,Panda,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,3031,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,LGBTQA3,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,2372,NA,NA,1819,1819,us ug,Belong,Some Place,Womens,Townshends,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,1909,NA,NA,1819,1819,us ug,Belong,Some Place,NoPlace,CSIR,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,3203,NA,NA,1819,1819,us ug,Belong,Some Place,OLounge,Fishbowl,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,3656,NA,NA,1819,1819,us ug,Belong,Some Place,StairsG,Fishbowl,MCC,Mills,NA,NA,NA,NA,NA,NA,NA,NA
45,302,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,MCC,Mills,Ballroom,NA,NA,NA
56,350,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,NoPlace,NoPlace,NA,NA,NA
105,493,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Townshends,DuckStore,MCC,NA,NA,NA
23,128,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FallingSky,Craft,DuckStore,NA,NA,NA
69,382,NA,NA,1516,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
89,451,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ASUO,Womens,NoPlace,NA,NA,NA
19,114,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Plaza,Courtyard,Lobby,NA,NA,NA
6,34,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ID,FallingSky,Fishbowl,NA,NA,NA
32,172,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,OLounge,Mills,Other,NA,NA,NA
558,514,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FSL,NoPlace,NoPlace,NA,NA,NA
28,150,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Plaza,Courtyard,Fishbowl,NA,NA,NA
562,397,NA,NA,1516,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,NoPlace,NA,NA,NA
169,680,NA,NA,1617,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,Other,NoPlace,NA,NA,NA
212,788,NA,NA,1617,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,AtriumSouth,Courtyard,Fishbowl,NA,NA,NA
566,708,NA,NA,1617,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,OLounge,Craft,Fishbowl,NA,NA,NA
140,603,NA,NA,1617,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,MCC,NA,NA,NA
285,1006,NA,NA,1617,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,StairsG,AtriumEast,Courtyard,NA,NA,NA
590,1077,NA,NA,1617,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,AtriumEast,OP,Fishbowl,NA,NA,NA
484,1413,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FallingSky,Courtyard,DuckStore,NA,NA,NA
373,1223,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,AtriumSouth,Womens,Hallway1b,Hallway2a,NA,NA
363,1208,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FreshMarket,Courtyard,NoPlace,NA,NA,NA
430,1316,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,StairsG,AtriumSouth,Fishbowl,NA,NA,NA
547,1538,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,LGBTQA3,NoPlace,NoPlace,NA,NA,NA
613,1451,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,OLounge,Fishbowl,NoPlace,NA,NA,NA
450,1357,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,OLounge,Courtyard,Fishbowl,NA,NA,NA
535,1515,NA,NA,1718,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Womens,LGBTQA3,NoPlace,NA,NA,NA
631,3429,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,StairsG,Courtyard,Fishbowl,NA,NA,NA
644,1919,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,AtriumEast,Womens,LGBTQA3,NA,NA,NA
654,2490,NA,NA,1819,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
702,3289,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FreshMarket,Craft,Fishbowl,NA,NA,NA
717,1685,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,AtriumSouth,AtriumEast,Other,NA,NA,NA
770,1588,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FallingSky,Craft,Fishbowl,NA,NA,NA
771,2641,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,LGBTQA3,MCC,NoPlace,NA,NA,NA
776,2518,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ClubSports,Craft,Courtyard,NA,NA,NA
780,1910,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,OLounge,Courtyard,Other,NA,NA,NA
788,3888,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Subway,DuckStore,Other,Admin,Cedar,Other
795,1586,NA,NA,1819,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
800,3114,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,MCC,Other,NA,NA,NA
812,1975,NA,NA,1819,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
813,3600,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,NoPlace,NoPlace,NA,NA,NA
814,2141,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,DuckStore,Ballroom,NoPlace,NA,NA,NA
824,2177,NA,NA,1819,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
840,3647,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Plaza,AtriumSouth,Other,NA,NA,NA
849,3631,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,StairsG,Courtyard,Fishbowl,NA,NA,NA
855,4171,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FSL,Craft,Ballroom,NA,NA,NA
885,4325,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,NoPlace,NA,NA,NA
913,1623,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ASUO,MCC,LSSA,NA,NA,NA
922,1674,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Craft,DuckStore,Redwood,NA,NA,NA
924,4437,NA,NA,1819,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
932,4082,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ComputerLab,NoPlace,NoPlace,NA,NA,NA
941,2783,NA,NA,1819,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
957,4137,NA,NA,1819,1819,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
968,1737,NA,NA,1819,1819,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Holden,FSL,MCC,NA,NA,NA
975,6316,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,8374,NA,NA,1920,1920,us ug,Belong,Some Place,DuckStore,Womens,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,1869,NA,NA,1819,1920,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,6159,NA,NA,1920,1920,us ug,Belong,Some Place,Courtyard,FallingSky,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,3028,NA,NA,1819,1920,us ug,Belong,Some Place,Green,FallingSky,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,4575,NA,NA,1920,1920,us ug,Belong,Some Place,Fishbowl,Green,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,2445,NA,NA,1819,1920,us ug,Belong,Some Place,Green,KWVA,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,6808,NA,NA,1920,1920,us ug,Belong,Some Place,BallroomTerrace,OLounge,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
993,2794,NA,NA,1819,1920,us ug,Belong,Some Place,Green,ComputerLab,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
994,6919,NA,NA,1920,1920,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
